"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","38","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","904","1","0.000000","0","92"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","148","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","51","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","86","6","0.000000","0","0"
"/Game/Movies/NewMediaPlayer_Video_Mat.NewMediaPlayer_Video_Mat","0","0","11","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","623","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","27","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","10","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","128","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_WhiteMaterial.OculusMR_WhiteMaterial","0","0","10","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","0","10","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey_Lit.OculusMR_ChromaKey_Lit","0","0","31","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","20","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Interior.M_BoxTruck_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Chassis.M_BoxTruck_Chassis","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Box.M_BoxTruck_Box","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/BoxTruck/M_BoxTruck_Body.M_BoxTruck_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Under.M_SUV_Under","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Interior.M_SUV_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SUV/M_SUV_Body.M_SUV_Body","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Under.M_SportsCar_Under","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Interior.M_SportsCar_Interior","0","0","48","1","0.000000","0","0"
"/Game/VehicleVarietyPack/Materials/SportsCar/M_SportsCar_Body.M_SportsCar_Body","0","0","48","1","0.000000","0","0"
